,total_cup_points,species,country_of_origin,region,producer,farm_name,grading_date,variety,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,category_two_defects,altitude_mean_meters,certification_body,harvest_year
764,82.17,Arabica,Guatemala,atitlan,unknown,blue lake,"March 21st, 2015",Bourbon,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,0.09,0,0.0,4,1500.0,Blossom Valley International,2014
765,82.17,Arabica,Brazil,cerrado,unknown,unknown,"January 15th, 2015",Mundo Novo,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,0.12,0,0.0,1,1073.0,Brazil Specialty Coffee Association,2014
766,82.17,Arabica,"Tanzania, United Republic Of","ilomba vilage, mbozi",Tembo Coffee Company Ltd,ilomba 2,"December 15th, 2014",Other,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,0.12,0,0.0,1,1700.0,Africa Fine Coffee Association,2014
767,82.17,Arabica,Mexico,veracruz,JOSÉ LUIS ANDRADE SANDARA,el pino,"July 15th, 2014",Other,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,0.12,0,0.0,0,1100.0,AMECAFE,2013
768,82.17,Arabica,Mexico,"la concordia, chiapas",Union Ramal Santa Cruz,unknown,"April 10th, 2014",Other,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,0.1,1,0.0,1,1400.0,Specialty Coffee Association,2013
769,82.17,Arabica,Taiwan,yunlin 雲林縣石壁,Guo Zhang Sheng 郭章盛,song yue coffee 嵩岳咖啡,"December 26th, 2013",Typica,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,0.11,0,0.0,0,1200.0,Blossom Valley International,2013
770,82.17,Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",Jufeng-Tseng 曾如楓,kan tou mountain coffee 崁頭山咖啡館,"May 29th, 2013",Typica,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,0.0,0,0.0,0,800.0,Specialty Coffee Association,2012
771,82.17,Arabica,Colombia,huila,unknown,unknown,"March 20th, 2013",Caturra,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,0.0,0,0.0,1,1750.0,Almacafé,2013
772,82.17,Arabica,Mexico,san bartolo tutotepec,AVILA MARTINEZ ADOLFO,el nanchi,"September 27th, 2012",Typica,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,0.15,1,0.0,9,1144.0,AMECAFE,2012
773,82.17,Arabica,Guatemala,oriente,Several producers,unknown,"August 2nd, 2012",Caturra,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,0.12,0,0.0,2,1350.0,Specialty Coffee Association,2012
774,82.17,Arabica,Mexico,altotonga,SALVADOR CARO CARRION,las truchas,"July 11th, 2012",Typica,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,0.12,0,0.0,4,1000.0,AMECAFE,2012
775,82.17,Arabica,Mexico,colima,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA","la calera, barranca de la leona, el nogal","July 2nd, 2012",Typica,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,0.1,0,0.0,1,1200.0,AMECAFE,2012
776,82.17,Arabica,Colombia,huila,unknown,unknown,"February 9th, 2011",Caturra,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,0.08,0,0.0,0,1800.0,Almacafé,2010
777,82.08,Arabica,Southeast Asia,aceh gayo,Various Farms,various,"August 3rd, 2017",Bourbon,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,0.15,0,0.0,3,1300.0,Specialty Coffee Association of Indonesia,2017
778,82.08,Arabica,Colombia,huila,unknown,unknown,"February 20th, 2017",Caturra,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,0.0,0,7.0,6,1574.0,Almacafé,2016
779,82.08,Arabica,Brazil,south of minas,Ipanema Agricola,fazenda capoeirnha,"August 16th, 2016",Bourbon,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,0.11,0,1.0,3,894.0,Brazil Specialty Coffee Association,2016
780,82.08,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 8th, 2015",Yellow Bourbon,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,0.0,0,0.0,1,1000.0,Brazil Specialty Coffee Association,2015
781,82.08,Arabica,Costa Rica,tres rios,JOSE FRANCISCO GONZALEZ,el patalillo,"April 10th, 2015",Caturra,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,0.0,0,0.0,0,1300.0,Specialty Coffee Association of Costa Rica,2015
782,82.08,Arabica,"Tanzania, United Republic Of",kilimanjaro,AMPCG,ampcg,"March 25th, 2015",Bourbon,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,0.12,0,0.0,5,1500.0,Tanzanian Coffee Board,2014
783,82.08,Arabica,"Tanzania, United Republic Of",ngorogoro,Ngorogoro Convenant Estate,ngorogoro convenant estate,"January 8th, 2015",Other,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,0.12,0,0.0,3,1600.0,Africa Fine Coffee Association,2014
784,82.08,Arabica,Colombia,unknown,unknown,unknown,"September 12th, 2014",Caturra,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,0.11,1,0.0,0,988.0,Specialty Coffee Association,2013
785,82.08,Arabica,Costa Rica,turrialba,Cafetalera Aquiares,cafetalera aquiares,"March 21st, 2014",Caturra,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,0.11,0,0.0,2,1300.0,Specialty Coffee Association of Costa Rica,2013
786,82.08,Arabica,United States,kona,unknown,unknown,"November 26th, 2012",Hawaiian Kona,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,0.11,0,0.0,0,518.0,Specialty Coffee Association,2012
787,82.08,Arabica,Mexico,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,"cafetal el equimite, rancho agroecológico","September 10th, 2012",Typica,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.13,0,0.0,7,1300.0,AMECAFE,2012
788,82.08,Arabica,Mexico,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,unknown,"August 30th, 2012",Typica,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,0.13,3,0.0,13,1800.0,AMECAFE,2012
789,82.08,Arabica,Mexico,coatepec,ROSA AURORA FALCON FERNANDEZ,bola de oro,"July 26th, 2012",Typica,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,0.11,0,0.0,11,1250.0,AMECAFE,2012
790,82.08,Arabica,Southeast Asia,don duong,"Apollo Co., LTd.","apollo co., ltd.","July 23rd, 2012",Other,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,0.12,0,0.0,2,1040.0,Specialty Coffee Association,2012
791,82.08,Arabica,Mexico,veracruz,RAMIRO DE LA VEQUIA BERNARDI,tomatlancillo,"July 11th, 2012",Typica,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,0.11,0,0.0,1,1250.0,AMECAFE,2012
792,82.08,Arabica,United States,kona,unknown,unknown,"February 23rd, 2012",Hawaiian Kona,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,0.1,0,0.0,2,518.0,Specialty Coffee Association,2012
793,82.08,Arabica,Colombia,cauca,Carlos Pechene / Jesús Pechene / Flor Chacón,unknown,"April 18th, 2011",Caturra,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,0.08,1,0.0,5,1600.0,Almacafé,2011
794,82.0,Arabica,Honduras,el paraíso,Santos Fonseca,las moras,"June 1st, 2017",Caturra,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.12,0,0.0,1,1600.0,Instituto Hondureño del Café,2017
795,82.0,Arabica,Honduras,guinope el paraíso,Santos Fonseca,las moras,"April 6th, 2017",Caturra,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,0.1,0,1.0,7,1600.0,Instituto Hondureño del Café,2016
796,82.0,Arabica,Brazil,south of minas,Ipanema Agricola,capoeirinha,"August 16th, 2016",Bourbon,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,0.11,0,2.0,3,944.0,Brazil Specialty Coffee Association,2016
797,82.0,Arabica,"Tanzania, United Republic Of",kilimanjaro,Mr & Mrs Didas Mallya,family farm,"November 16th, 2015",Other,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,0.13,0,0.0,20,1650.0,Africa Fine Coffee Association,2015
798,82.0,Arabica,Southeast Asia,lao p.d.r.,HanYong Choi,club green,"November 5th, 2015",Other,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,0.12,0,0.0,0,1250.0,Specialty Coffee Institute of Asia,2015
799,82.0,Arabica,"Tanzania, United Republic Of",meru,Finca Estate,finca estate,"December 18th, 2014",Other,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,0.12,0,0.0,3,1350.0,Africa Fine Coffee Association,2014
800,82.0,Arabica,Malawi,mzuzu,Mzuzu Coffee Coop Union,chikali,"October 31st, 2014",Gesha,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,0.13,0,0.0,1,1850.0,Africa Fine Coffee Association,2014
801,82.0,Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",Chen Jin Lin 陳金璘,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡","July 22nd, 2014",Typica,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,0.09,0,0.0,0,600.0,Specialty Coffee Association,2013
802,82.0,Arabica,Thailand,thailand,Doi Tung Development Project,unknown,"June 20th, 2014",Other,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,0.11,0,0.0,0,800.0,Specialty Coffee Association,2013
803,82.0,Arabica,Costa Rica,central valley,VARIOS,various,"June 9th, 2014",Catuai,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,0.1,0,0.0,4,1300.0,Specialty Coffee Association of Costa Rica,2013
804,82.0,Arabica,Honduras,occidental,BSR,bsr,"April 30th, 2014",Caturra,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,0.11,0,0.0,5,1400.0,Instituto Hondureño del Café,2014
805,82.0,Arabica,Colombia,huila,unknown,unknown,"September 13th, 2013",Caturra,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,0.11,0,0.0,1,1900.0,Almacafé,2013
806,82.0,Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區","Lin Huang, A-Mien 黃阿綿",gao chun fang 高醇坊,"June 3rd, 2013",Typica,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,0.12,0,0.0,0,650.0,Specialty Coffee Association,2012
807,82.0,Arabica,Brazil,"minas gerais, br",Café do Paraíso,café do paraíso,"May 21st, 2013",Mundo Novo,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,0.11,0,0.0,0,1038.5,Specialty Coffee Association,2012
808,82.0,Arabica,Mexico,coscomatepec,JORGE OCTAVIO ESCAMILLA PRADO,la ceiba,"July 11th, 2012",Typica,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.12,0,0.0,1,940.0,AMECAFE,2012
809,82.0,Arabica,Brazil,south of minas,Vander Bonaccorsi,campo das flores,"June 4th, 2012",Mundo Novo,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,0.12,0,0.0,1,1000.0,NUCOFFEE,2012
810,82.0,Arabica,Brazil,cerrado,José Hiroiti,são josé da lagoa,"April 11th, 2012",Catuai,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.11,0,0.0,1,1050.0,NUCOFFEE,2012
811,82.0,Arabica,Guatemala,san marcos,PAUL STAUDER,el faro,"March 26th, 2012",Bourbon,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,0.11,0,0.0,3,1610.0,Asociacion Nacional Del Café,2012
812,82.0,Arabica,Brazil,south of minas,Maria da Gloria Junqueira,santa mariana/são vicente,"February 17th, 2012",Mundo Novo,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,0.12,0,0.0,2,950.0,NUCOFFEE,2012
813,82.0,Arabica,Guatemala,oriente,Conquista/Morito,conquista / morito,"February 1st, 2012",Bourbon,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,0.0,0,0.0,10,1402.08,Specialty Coffee Association,2012
814,82.0,Arabica,Colombia,huila,"Grupo Monserrate, La Plata",unknown,"July 29th, 2011",Caturra,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8.0,0.07,0,0.0,2,1775.0,Almacafé,2011
815,81.92,Arabica,Guatemala,oriente,"AGRICOLA EL PILAR, S.A.",la esperanza,"August 22nd, 2017",Bourbon,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,0.1,0,0.0,1,1901.0,Asociacion Nacional Del Café,2017
816,81.92,Arabica,Guatemala,santa rosa,OTTO BECKER,las delicias,"June 22nd, 2017",Bourbon,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,0.11,0,2.0,0,1219.2,Asociacion Nacional Del Café,2017
817,81.92,Arabica,Honduras,comayagua,Reinerio Zepeda,los hicaques,"June 1st, 2017",Caturra,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,0.12,0,0.0,1,1400.0,Instituto Hondureño del Café,2017
818,81.92,Arabica,Brazil,monte carmelo,Múcio Cardoso,santa bárbara,"October 26th, 2016",Catuai,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,0.11,0,0.0,4,1020.0,Brazil Specialty Coffee Association,2016
819,81.92,Arabica,El Salvador,"el balsamo, quezaltepec","Comercial Exportadora, S.A. de C.V.",la esperanza,"May 5th, 2015",Bourbon,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,0.11,0,0.0,2,1250.0,Salvadoran Coffee Council,2014
820,81.92,Arabica,Guatemala,nuevo oriente,OVIDIO CARDONA,las cebollas y anexos,"April 20th, 2015",Catuai,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,0.11,0,0.0,7,1550.0,Asociacion Nacional Del Café,2015
821,81.92,Arabica,"Tanzania, United Republic Of",mbeya,Mcomafa,mcomafa farm no1155gr,"January 6th, 2015",Other,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,0.12,0,0.0,4,1877.0,Africa Fine Coffee Association,2014
822,81.92,Arabica,Nicaragua,unknown,unknown,unknown,"July 29th, 2014",Caturra,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,7.33,0.12,3,0.0,4,988.0,Specialty Coffee Association,2013
824,81.92,Arabica,Honduras,unknown,unknown,unknown,"January 17th, 2014",Caturra,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.42,0.11,0,0.0,0,988.0,Specialty Coffee Association,2012
825,81.92,Arabica,Taiwan,taichung xinshe 台中市新社區,Chen gui jiao 陳桂嬌,dragon coffee 龍咖啡,"December 26th, 2013",Typica,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,0.11,0,0.0,0,1000.0,Blossom Valley International,2012
826,81.92,Arabica,Mexico,chiapas,VARIOS PRODUCTORES,various,"March 29th, 2013",Bourbon,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,0.12,0,0.0,6,1300.0,AMECAFE,2013
827,81.92,Arabica,Mexico,"chapulhuacan, hidalgo","PONCE RUBIO, VENANCIO",platanal,"September 27th, 2012",Typica,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,0.13,2,0.0,7,981.0,AMECAFE,2012
828,81.92,Arabica,Mexico,"huazalingo, hidalgo","FRANCISCO SAENZ, FERNANDO",texpanco,"September 27th, 2012",Mundo Novo,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,0.14,2,0.0,8,690.0,AMECAFE,2012
829,81.92,Arabica,Mexico,veracruz,JUAN HERMILIO SAMPIERI CARCAMO,la laja,"July 11th, 2012",Other,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,0.12,0,0.0,4,1650.0,AMECAFE,2012
830,81.92,Arabica,Mexico,fortín de las flores,MODESTO LANDEROS FLORES,mata larga,"July 11th, 2012",Bourbon,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,0.12,0,0.0,0,1000.0,AMECAFE,2012
831,81.92,Arabica,Brazil,grama valley,Fioravante Malagutti,sitío corrego da olaria/são caetano,"February 29th, 2012",Mundo Novo,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,0.12,0,0.0,3,1100.0,NUCOFFEE,2012
832,81.92,Arabica,Colombia,cundinamarca,Exportadora de Café Cóndor S.A,unknown,"February 1st, 2011",Caturra,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.33,0.09,0,0.0,1,1600.0,Almacafé,2010
833,81.83,Arabica,Guatemala,oriente,JESUS RAMIREZ,la esmeralda,"August 22nd, 2017",Bourbon,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,0.1,1,0.0,1,1200.0,Asociacion Nacional Del Café,2017
834,81.83,Arabica,Costa Rica,tarrazu,Manuel Montero,estate la patricia,"February 13th, 2017",Catuai,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,0.0,1,0.0,4,1900.0,Specialty Coffee Association,2016
835,81.83,Arabica,Brazil,monte carmelo,Helena Pingnatti Ricci,helena,"January 20th, 2017",Mundo Novo,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,0.11,0,1.0,3,973.0,Brazil Specialty Coffee Association,2016
836,81.83,Arabica,Southeast Asia,bali,MUDAR,mudar,"January 19th, 2017",Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,0.11,0,1.0,0,1250.0,Specialty Coffee Association,2015
837,81.83,Arabica,Guatemala,norte,CHAPULTEPEC,chapultepec,"August 2nd, 2016",Bourbon,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,0.1,2,0.0,6,1000.0,Asociacion Nacional Del Café,2015
838,81.83,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 8th, 2015",Yellow Bourbon,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,0.0,0,0.0,1,1000.0,Brazil Specialty Coffee Association,2015
839,81.83,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 8th, 2015",Yellow Bourbon,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,0.0,0,0.0,0,1000.0,Brazil Specialty Coffee Association,2015
840,81.83,Arabica,Southeast Asia,ywar ngan,U Mg Mg,wat-ka-bu,"July 17th, 2015",Catuai,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,0.0,0,0.0,2,1220.0,Coffee Quality Institute,2015
841,81.83,Arabica,Mexico,chiapas,MARTINIANO A. MORENO ALVARADO,rancho bonito,"June 25th, 2015",Catuai,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,0.11,0,0.0,7,1425.0,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015
842,81.83,Arabica,Honduras,marcala,JOSE OMAR ACOSTA,cerro bueno,"May 12th, 2015",Catuai,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,0.12,0,0.0,1,1400.0,Instituto Hondureño del Café,2015
843,81.83,Arabica,Costa Rica,tres rios,JOSE FRANCISCO GONZALEZ,el patalillo,"May 7th, 2015",Caturra,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,0.09,0,0.0,0,1300.0,Specialty Coffee Association of Costa Rica,2015
844,81.83,Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",LIN SIN JI 林信吉,gao chun fang 高醇坊,"April 30th, 2015",Typica,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,0.0,0,0.0,0,700.0,Specialty Coffee Association,2014
845,81.83,Arabica,Southeast Asia,lington nihuta,unknown,dozen small farmer,"March 21st, 2015",Typica,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.11,2,0.0,6,1300.0,Blossom Valley International,2014
846,81.83,Arabica,Malawi,kakoma,Mzuzu Coffee Coop Union,kakoma,"October 31st, 2014",Gesha,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,0.13,0,0.0,0,1556.0,Africa Fine Coffee Association,2014
847,81.83,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 15th, 2014",Bourbon,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,0.11,0,0.0,0,1100.0,Specialty Coffee Association,2014
848,81.83,Arabica,Honduras,comayagua,"Tomás Sosa, Juan Damaso",gran manzana y el aguacate,"May 16th, 2014",Caturra,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,0.1,0,0.0,4,1350.0,Instituto Hondureño del Café,2014
849,81.83,Arabica,Mexico,"siltepec el triunfo, chiapas, mexico",various small producers,various,"April 26th, 2014",Typica,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,0.11,0,0.0,0,1550.0,Specialty Coffee Association,2014
850,81.83,Arabica,Colombia,huila,LA PLATA,unknown,"July 19th, 2013",Caturra,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,0.0,2,0.0,0,1775.0,Almacafé,2013
851,81.83,Arabica,United States,kona,unknown,unknown,"March 6th, 2013",Hawaiian Kona,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,8.0,0.0,1,0.0,1,518.0,Specialty Coffee Association,2012
852,81.83,Arabica,Brazil,sul de minas,NAZARETH DIAS PEREIRA,sertao farm,"March 2nd, 2013",Bourbon,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,0.12,0,0.0,0,1250.0,Specialty Coffee Association,2012
853,81.83,Arabica,Guatemala,oriente,LUIS RODRIGUEZ,el sacramento,"February 26th, 2013",Bourbon,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,0.11,0,0.0,1,1310.64,Asociacion Nacional Del Café,2013
854,81.83,Arabica,Mexico,veracruz,MARIA MAGDALENA LUETHJE Y GRIS,finca muxbal,"August 31st, 2012",Bourbon,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,0.12,0,0.0,2,1500.0,AMECAFE,2012
855,81.83,Arabica,Mexico,coatepec,JORGE FRANCISCO MARTINEZ HACHITY,el deseo,"July 11th, 2012",Typica,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,0.12,0,0.0,10,1250.0,AMECAFE,2012
856,81.83,Arabica,Brazil,cerrado,Marilsa de Fatima Peternela,cianorte,"October 28th, 2011",Mundo Novo,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.33,0.02,0,0.0,2,925.0,NUCOFFEE,2011
857,81.83,Arabica,Colombia,huila,unknown,unknown,"June 14th, 2011",Caturra,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,0.05,0,0.0,0,1700.0,Almacafé,2011
858,81.83,Arabica,United States,kona,unknown,kona pacific farmers cooperative,"May 24th, 2010",Hawaiian Kona,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,7.33,0.02,3,0.0,12,518.0,Specialty Coffee Association,2010
859,81.75,Arabica,Guatemala,san marcos,ANGEL DE LEON,las merceditas,"June 22nd, 2017",Bourbon,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,0.11,0,1.0,1,1700.0,Asociacion Nacional Del Café,2017
860,81.75,Arabica,Southeast Asia,vietnam,Richard Yeh,apollo estate,"December 21st, 2015",Caturra,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,8.0,0.12,0,0.0,0,1040.0,Specialty Coffee Association,2014
861,81.75,Arabica,"Tanzania, United Republic Of",ngorogoro,Ngorogoro Convenant Estate,ngorogoro convenant estate,"January 8th, 2015",Other,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,0.12,0,0.0,4,1600.0,Africa Fine Coffee Association,2014
862,81.75,Arabica,Brazil,unknown,unknown,unknown,"August 25th, 2014",Bourbon,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,7.25,0.1,0,0.0,1,988.0,Specialty Coffee Association,2013
863,81.75,Arabica,Mexico,"tenango de doria, hidalgo","PEREZ LEMUS, FELIX",los magueyes,"September 27th, 2012",Bourbon,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,7.5,0.13,2,0.0,9,774.0,AMECAFE,2012
864,81.75,Arabica,Mexico,tepictla,SERGIO LANDA ALARCON,finca tepictla,"September 10th, 2012",Mundo Novo,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.25,0.13,0,0.0,23,1250.0,AMECAFE,2012
865,81.75,Arabica,Mexico,oaxaca,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN","arroyo triste, arroyo triste, san jose vista hermosa","September 4th, 2012",Typica,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,0.11,0,0.0,1,1100.0,AMECAFE,2012
866,81.75,Arabica,Mexico,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,unknown,"August 30th, 2012",Caturra,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,0.12,10,0.0,14,1550.0,AMECAFE,2012
867,81.75,Arabica,Mexico,la concordia,GRACIELA AGUILAR PERALTA,santa cruz - pante doña graciela,"June 6th, 2012",Typica,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,7.33,0.12,0,0.0,1,1650.0,AMECAFE,2012
868,81.75,Arabica,Colombia,huila,unknown,unknown,"December 22nd, 2011",Caturra,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,0.0,0,0.0,1,1750.0,Almacafé,2011
869,81.75,Arabica,Colombia,huila,La Plata,unknown,"October 4th, 2011",Caturra,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,7.5,0.08,0,0.0,0,1775.0,Almacafé,2011
870,81.67,Arabica,Brazil,south of minas,Ipanema Agricola S.A,fazenda capoeirnha,"October 20th, 2017",Bourbon,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,0.11,0,0.0,5,890.0,Brazil Specialty Coffee Association,2017
